original_frame_idx,extracted_15hz_idx,time_sec,success,reason,frame_keypoints,satellite_keypoints,good_matches,inliers,inlier_ratio,sat_px,sat_py,estimated_lat,estimated_lon,runtime_sec,frame,latitude,longitude,error_m
3240,1620,108.108,True,success,5361,2935,511,21,0.0410958904109589,398.7768859863281,1142.90576171875,43.52139185264727,-5.624577851973555,0.1342201232910156,3241,43.521275,-5.623907,55.62915413673355
3270,1635,109.109,True,success,5386,2935,474,25,0.0527426160337552,539.2631225585938,1130.495361328125,43.52140472581329,-5.624376884800114,0.1520860195159912,3271,43.521273,-5.623918,39.79338935385891
3300,1650,110.11,True,success,5187,2935,486,20,0.0411522633744856,539.3646850585938,1129.9564208984375,43.52140528484996,-5.624376739513792,0.1386690139770507,3301,43.52127,-5.623955,37.18340673994533
3330,1665,111.111,True,success,5174,2935,458,14,0.0305676855895196,543.2891235351562,1128.9881591796875,43.521406289216614,-5.62437112555952,0.1319620609283447,3331,43.521266,-5.623994,34.17534490396331
3360,1680,112.112,True,success,4585,2935,411,15,0.0364963503649635,539.417724609375,1130.2481689453125,43.521404982223096,-5.624376663640106,0.1251552104949951,3361,43.521263,-5.624031,32.031635186770025
3390,1695,113.113,True,success,4386,2935,382,13,0.0340314136125654,539.2586059570312,1130.780029296875,43.5214044305305,-5.624376891261164,0.1245472431182861,3391,43.52126,-5.624068,29.63472970060811
3420,1710,114.114,True,success,4891,2935,423,19,0.0449172576832151,538.7763671875,1130.31591796875,43.52140491194782,-5.624377581109286,0.1279439926147461,3421,43.521257,-5.624104,27.515299383875906
3450,1725,115.115,True,success,5467,2935,499,15,0.0300601202404809,539.2593383789062,1130.5281982421875,43.52140469175194,-5.624376890213426,0.1349360942840576,3451,43.521254,-5.624138,25.529934599670927
3510,1755,117.117,True,success,5400,2935,513,18,0.0350877192982456,539.6521606445312,1130.339111328125,43.52140488788961,-5.624376328276668,0.1352970600128173,3511,43.521251,-5.624171,23.809452486668924
3570,1785,119.119,True,success,5581,2935,545,10,0.018348623853211,398.8396911621094,1142.952392578125,43.52139180427762,-5.624577762130031,0.1363892555236816,3571,43.521248,-5.624188,35.260500986468045
3600,1800,120.12,True,success,5495,2935,462,9,0.0194805194805194,320.8377990722656,348.23779296875,43.522216147075326,-5.624689344731706,0.1382131576538086,3601,43.521243,-5.624227,114.45028267705753
3630,1815,121.121,True,success,5432,2935,539,24,0.0445269016697588,320.434326171875,345.1881408691406,43.5222193104015,-5.62468992190432,0.1354238986968994,3631,43.521238,-5.624265,114.36904375331697
3660,1830,122.122,True,success,5489,2935,531,18,0.0338983050847457,322.1971130371094,319.574951171875,43.52224587830206,-5.624687400217482,0.1355957984924316,3661,43.521233,-5.624302,116.83511091270074
3690,1845,123.123,True,success,5524,2935,546,25,0.0457875457875457,320.4967041015625,346.45086669921875,43.52221800060829,-5.624689832671976,0.1393780708312988,3691,43.521228,-5.624338,113.67943515746427
3720,1860,124.124,True,success,5632,2935,556,22,0.039568345323741,320.3321533203125,346.3343505859375,43.52221812146749,-5.624690068063757,0.1364281177520752,3721,43.521223,-5.624374,113.54916344752934
3750,1875,125.125,True,success,5677,2935,620,24,0.0387096774193548,186.4770050048828,59.34993362426758,43.52251580233264,-5.624881549389357,0.1379158496856689,3751,43.52122,-5.624398,149.2682934814792
3780,1890,126.126,True,success,5959,2935,586,28,0.0477815699658703,320.2894592285156,350.734130859375,43.5222135576877,-5.624690129138145,0.1414570808410644,3781,43.521218,-5.624413,112.93354593841666
3810,1905,127.127,True,success,5974,2935,670,23,0.0343283582089552,185.05551147460935,49.60495376586914,43.52252591050042,-5.624883582852192,0.1418490409851074,3811,43.521218,-5.624413,150.3010112746636
3840,1920,128.128,True,success,5872,2935,636,8,0.0125786163522012,297.46112060546875,303.1031799316406,43.52226296403904,-5.624722785338491,0.1379079818725586,3841,43.521218,-5.624424,118.66579823368085
3870,1935,129.129,True,success,5981,2935,700,52,0.0742857142857142,320.4200744628906,346.2894592285156,43.52221816803213,-5.624689942291553,0.1425020694732666,3871,43.521221,-5.624461,112.40608796957328
3900,1950,130.13,True,success,5877,2935,688,41,0.0595930232558139,320.5467529296875,345.9080505371094,43.52221856365763,-5.624689761076553,0.1388967037200927,3901,43.521223,-5.624499,111.76502717709946
3930,1965,131.131,True,success,5920,2935,672,41,0.0610119047619047,320.55078125,346.34222412109375,43.52221811330047,-5.6246897553139945,0.1422438621520996,3931,43.521225,-5.624536,111.12285201467525
3960,1980,132.132,True,success,5934,2935,685,46,0.0671532846715328,320.1887512207031,346.97784423828125,43.52221745398798,-5.624690273202106,0.1403603553771972,3961,43.521228,-5.624563,110.49979688302693
3990,1995,133.133,True,success,5729,2935,697,29,0.0416068866571018,317.4839172363281,346.1312255859375,43.522218332163845,-5.624694142498157,0.1382169723510742,3991,43.521229,-5.62458,110.39300950378471
4020,2010,134.134,True,success,6186,2935,705,37,0.0524822695035461,320.763427734375,347.8118896484375,43.52221658885398,-5.624689451120759,0.1422920227050781,4021,43.52123,-5.624582,110.0452430141412
4050,2025,135.135,True,success,5564,2935,677,15,0.0221565731166912,175.5329132080078,47.28804016113281,43.52252831376336,-5.624897205038252,0.1362717151641845,4051,43.521233,-5.624584,146.22940547466243
4080,2040,136.136,True,success,5295,2935,603,23,0.0381426202321724,320.2876281738281,346.65643310546875,43.522217787379525,-5.6246901317574896,0.1322870254516601,4081,43.521255,-5.624585,107.39213386334785
4110,2055,137.137,True,success,5114,2935,559,11,0.0196779964221824,324.2706298828125,351.63153076171875,43.52221262683766,-5.6246844340278415,0.1316497325897216,4111,43.521285,-5.624585,103.45850439113691
4140,2070,138.138,True,success,5158,2935,577,18,0.0311958405545927,320.42169189453125,346.3652038574219,43.52221808946417,-5.624689939977799,0.1316452026367187,4141,43.521312,-5.624586,101.10049686512114
4170,2085,139.139,True,success,4948,2935,510,11,0.0215686274509803,383.4241943359375,506.0192565917969,43.52205248416912,-5.624599814175156,0.1295430660247802,4171,43.521339,-5.624587,79.34254722415271
4230,2115,141.141,True,success,4992,2935,532,11,0.0206766917293233,183.9517059326172,52.0095100402832,43.522523416328326,-5.624885161858657,0.1322917938232422,4231,43.521373,-5.624587,130.1598393239056
4260,2130,142.142,True,success,4915,2935,476,11,0.0231092436974789,362.3523864746094,334.6514587402344,43.52223023983134,-5.624629957638064,0.129300832748413,4261,43.521376,-5.624586,95.05323567919855
4290,2145,143.143,True,success,5231,2935,546,12,0.0219780219780219,-7.991917133331299,283.857421875,43.52228292715373,-5.625159739413931,0.1330361366271972,4291,43.521379,-5.624587,110.61288756503545
4350,2175,145.145,True,success,5281,2935,527,9,0.01707779886148,24.74192237854004,299.2055969238281,43.52226700689911,-5.625112913280901,0.133617877960205,4351,43.521429,-5.624588,102.34330434474892
4380,2190,146.14600000000002,True,success,5382,2935,550,9,0.0163636363636363,378.8800964355469,523.6988525390625,43.52203414552304,-5.6246063145593155,0.1346549987792968,4381,43.521456,-5.624588,64.3038066458926
4410,2205,147.147,True,success,5538,2935,516,8,0.0155038759689922,218.87173461914065,791.197021484375,43.521756675026225,-5.624835208356927,0.1383941173553466,4411,43.521483,-5.624587,36.42217610307858
4530,2265,151.151,True,success,5274,2935,480,8,0.0166666666666666,960.7764282226562,408.3132629394531,43.52215383229182,-5.623773905179661,0.1330602169036865,4531,43.521567,-5.624585,92.38378934860675
4590,2295,153.153,True,success,5210,2935,462,9,0.0194805194805194,910.9708862304688,988.103759765625,43.52155242679216,-5.62384515257898,0.1355400085449218,4591,43.521573,-5.624587,59.85824844132748
4710,2355,157.157,True,success,5226,2935,497,8,0.0160965794768611,552.0301513671875,1117.72802734375,43.52141796921956,-5.6243586214189065,0.1328330039978027,4711,43.521682,-5.624597,35.09077604479674
4980,2490,166.166,True,success,5536,2935,460,8,0.017391304347826,135.17286682128906,67.17523956298828,43.52250768538234,-5.624954940547724,0.1376571655273437,4981,43.521787,-5.624733,82.11022052913623
5040,2520,168.168,True,success,5228,2935,448,11,0.0245535714285714,22.048612594604492,287.0928039550781,43.52227957117814,-5.625116766091452,0.1339397430419922,5041,43.521789,-5.624741,62.398175492953705
5100,2550,170.17000000000002,True,success,5523,2935,506,10,0.0197628458498023,27.300825119018555,291.8974304199219,43.52227458746679,-5.625109252741169,0.1388270854949951,5101,43.521797,-5.624812,58.263131274344325
5130,2565,171.171,True,success,5820,2935,544,16,0.0294117647058823,30.21707344055176,296.2468566894531,43.52227007592215,-5.625105081014482,0.146615982055664,5131,43.521801,-5.624843,56.2767679626294
5160,2580,172.172,True,success,5824,2935,582,19,0.0326460481099656,26.995180130004883,303.72882080078125,43.522262315078216,-5.625109689969861,0.1418659687042236,5161,43.521804,-5.624865,54.64787413400098
5190,2595,173.173,True,success,5939,2935,570,15,0.0263157894736842,23.53080177307129,294.8773498535156,43.52227149647534,-5.6251146458028245,0.1644849777221679,5191,43.521805,-5.624872,55.43884322718235
5220,2610,174.174,True,success,5885,2935,569,12,0.0210896309314587,145.40379333496094,73.61595153808594,43.522501004628126,-5.624940305089979,0.1406419277191162,5221,43.521805,-5.624874,77.57661079072895
5250,2625,175.175,True,success,6095,2935,609,15,0.0246305418719211,143.36029052734375,67.67229461669922,43.522507169802296,-5.624943228344165,0.1475930213928222,5251,43.521805,-5.624894,78.17854472452393
5280,2640,176.17600000000002,True,success,5961,2935,573,13,0.0226876090750436,163.1701202392578,72.22894287109375,43.52250244333002,-5.624914890155452,0.1424379348754882,5281,43.521808,-5.624935,77.23559646253274
5310,2655,177.177,True,success,6142,2935,603,16,0.0265339966832504,165.0943603515625,70.01610565185547,43.52250473863864,-5.624912137507891,0.1552200317382812,5311,43.52181,-5.624972,77.40204679905588
5340,2670,178.178,True,success,6403,2935,616,19,0.0308441558441558,143.40440368652344,67.51998901367188,43.52250732778425,-5.6249431652397845,0.1576399803161621,5341,43.521813,-5.625009,77.38798819237992
5370,2685,179.179,True,success,6541,2935,660,16,0.0242424242424242,143.3570556640625,66.32003021240234,43.52250857246486,-5.624943232971674,0.1595659255981445,5371,43.521814,-5.625036,77.5942737711467
5400,2700,180.18,True,success,6654,2935,646,13,0.0201238390092879,143.59144592285156,80.31266021728516,43.52249405833559,-5.624942897673719,0.1504561901092529,5401,43.521815,-5.625054,76.03735848525676
5430,2715,181.181,True,success,7612,2935,766,11,0.0143603133159268,198.80615234375,78.03907775878906,43.52249641665371,-5.624863912402617,0.1660223007202148,5431,43.521817,-5.625056,77.11888038174774
5460,2730,182.182,True,success,7156,2935,649,9,0.0138674884437596,204.7678985595703,99.0823974609375,43.52247458905286,-5.6248553840562465,0.1816298961639404,5461,43.521817,-5.625061,74.97641707699414
5490,2745,183.183,True,success,7245,2935,700,12,0.0171428571428571,152.0911865234375,80.28140258789062,43.52249409075818,-5.624930738697259,0.1560690402984619,5491,43.521827,-5.625087,75.23948692613851
5550,2775,185.185,True,success,6958,2935,629,15,0.0238473767885532,151.2804412841797,77.3888931274414,43.52249709107049,-5.624931898477627,0.1520130634307861,5551,43.521854,-5.625152,73.67764762110174
5580,2790,186.186,True,success,6814,2935,680,13,0.0191176470588235,140.06153869628906,66.11808013916016,43.52250878194152,-5.624947947246511,0.161186933517456,5581,43.521863,-5.625171,74.02553399709588
5640,2820,188.188,True,success,7276,2935,712,17,0.023876404494382,23.50941276550293,295.1420593261719,43.52227122189922,-5.625114676400045,0.1561248302459716,5641,43.521867,-5.625181,45.26441722036297
5670,2835,189.189,True,success,6996,2935,680,14,0.0205882352941176,143.3966827392578,67.69173431396484,43.522507149638095,-5.624943176284688,0.1538479328155517,5671,43.521874,-5.625189,73.13981467380508
5730,2865,191.191,True,success,6172,2935,672,8,0.0119047619047619,345.97125244140625,293.5294494628906,43.52227289461671,-5.624653391038265,0.1672859191894531,5731,43.521922,-5.625233,60.87980193021328
5790,2895,193.193,True,success,5379,2935,604,12,0.0198675496688741,97.30628204345705,149.90716552734375,43.52242187002125,-5.625009109131753,0.1473059654235839,5791,43.521967,-5.625274,54.903649095099645
5850,2925,195.195,True,success,4924,2935,597,24,0.0402010050251256,25.275129318237305,294.6996765136719,43.52227168077119,-5.625112150522256,0.1359908580780029,5851,43.522003,-5.625308,33.792427519956135
5880,2940,196.196,True,success,4895,2935,632,16,0.0253164556962025,25.736215591430664,295.63092041015625,43.52227071481656,-5.6251114909330795,0.1332871913909912,5881,43.522012,-5.625316,33.158402328296816
5910,2955,197.197,True,success,5493,2935,663,22,0.033182503770739,97.71456146240234,399.39697265625,43.522163080940935,-5.625008525083359,0.1419301033020019,5911,43.522013,-5.625316,29.88481230564177
5940,2970,198.198,True,success,5425,2935,660,20,0.0303030303030303,24.9349422454834,296.75323486328125,43.522269550669456,-5.625112637163767,0.1371080875396728,5941,43.522013,-5.625328,33.39637825487747
6000,3000,200.2,True,success,4844,2935,624,33,0.0528846153846153,143.18844604492188,67.65869140625,43.52250718391251,-5.624943474169697,0.1305530071258545,6001,43.52201,-5.625403,66.55159401263083
6030,3015,201.201,True,success,4654,2935,588,24,0.0408163265306122,21.49030876159668,294.957275390625,43.5222714135707,-5.625117564751491,0.1273958683013916,6031,43.522009,-5.625431,38.60155282365974
6090,3045,203.203,True,success,4375,2935,561,24,0.0427807486631016,143.3892364501953,67.70406341552734,43.522507136849505,-5.62494318693669,0.1237702369689941,6091,43.52201,-5.625449,68.6950891545446
6120,3060,204.204,True,success,4451,2935,569,29,0.0509666080843585,23.43378448486328,294.8547058105469,43.522271519963425,-5.6251147845871685,0.1287159919738769,6121,43.522009,-5.625458,40.223093368745666
6180,3090,206.206,True,success,3800,2935,525,36,0.0685714285714285,27.062070846557617,308.8727722167969,43.52225697939259,-5.625109594281923,0.119736909866333,6181,43.522022,-5.62553,42.79813870868461
6210,3105,207.207,True,success,3887,2935,527,19,0.0360531309297912,134.53579711914062,128.74395751953125,43.52244382199778,-5.624955851883271,0.1260030269622802,6211,43.522028,-5.625566,67.51334799968755
6240,3120,208.208,True,success,3969,2935,507,29,0.0571992110453648,23.387840270996097,294.87786865234375,43.52227149593722,-5.625114850310894,0.1212730407714843,6241,43.522035,-5.6256,47.13454692305802
6270,3135,209.209,True,success,3834,2935,498,20,0.0401606425702811,143.42018127441406,67.67987060546875,43.52250716194396,-5.624943142669764,0.1207287311553955,6271,43.522039,-5.625623,75.59571873121264
6330,3165,211.211,True,success,4824,2935,608,24,0.0394736842105263,129.2497100830078,127.23482513427734,43.522445387376365,-5.624963413691404,0.129281997680664,6331,43.522042,-5.625634,70.25173704767175
6360,3180,212.212,True,success,4414,2935,538,26,0.0483271375464684,23.95077896118164,294.6908874511719,43.522271689887866,-5.625114045020638,0.12725830078125,6361,43.52205,-5.625631,48.42505249245382
