frame_idx,vo_idx,est_lat,est_lon,good_matches,inliers,mean_score,dist_nominal_m
1350,1350,43.522594,-5.623259,34,8,1.0,109.61023470717929
2265,2265,43.522274,-5.6238623,24,8,1.0,49.64286716011968
2280,2280,43.522057,-5.6235113,20,8,1.0,63.89131279304078
2595,2595,43.521626,-5.625007,27,8,1.0,68.44590241255412
2610,2610,43.52121,-5.6264157,32,8,1.0,190.52442241308316
2700,2700,43.521694,-5.6247053,29,8,1.0,44.246497372212325
