frame_idx,cum_x,cum_y,cum_yaw,dx,dy,dyaw,good_matches,inliers,inlier_ratio,mean_score
43,0.92660606,13.564965,-6.165395745152086,-0.24310302734375,0.1463470458984375,-0.04206986547282182,610,608,0.9967213114754099,1.0
44,0.84137195,13.666182,-6.203095314369683,-0.095611572265625,0.0914764404296875,-0.03769956921759712,622,619,0.9951768488745981,1.0
45,0.68619585,13.818684,-6.24305601009012,-0.170745849609375,0.1348419189453125,-0.039960695720436215,610,605,0.9918032786885246,1.0
46,0.54261523,13.875667,-6.265077125619275,-0.14892578125,0.0410308837890625,-0.022021115529154513,623,622,0.9983948635634029,1.0
47,0.5713681,13.812059,-6.355186636046425,0.0355224609375,-0.060089111328125,-0.09010951042714992,621,617,0.9935587761674718,1.0
48,0.48872384,13.776371,-6.362129797257741,-0.07818603515625,-0.04461669921875,-0.006943161211316046,627,626,0.9984051036682615,1.0
49,0.39332458,13.78056,-6.3811060978254055,-0.09527587890625,-0.00640869140625,-0.018976300567664844,629,629,1.0,1.0
50,0.33641016,13.709602,-6.390570340569335,-0.048675537109375,-0.07684326171875,-0.009464242743928904,619,617,0.9967689822294022,1.0
51,0.32817772,13.541781,-6.36876304937845,0.010498046875,-0.167694091796875,0.0218072911908846,601,600,0.9983361064891847,1.0
52,0.27310973,13.496846,-6.3910808822497795,-0.04974365234375,-0.0507659912109375,-0.022317832871328974,593,591,0.9966273187183811,1.0
53,0.29109612,13.493204,-6.393642463275924,0.018280029296875,-0.001617431640625,-0.0025615810261447073,565,561,0.9929203539823008,1.0
54,0.17057656,13.499063,-6.439566771202036,-0.12042236328125,-0.007598876953125,-0.04592430792611121,575,572,0.9947826086956522,1.0
55,0.20209475,13.358732,-6.411411228424019,0.04705810546875,-0.1359100341796875,0.028155542778016764,604,599,0.9917218543046358,1.0
56,0.17954193,13.159396,-6.401615596141609,-0.000152587890625,-0.2006072998046875,0.00979563228241002,567,562,0.9911816578483245,1.0
57,0.20447688,12.997081,-6.395633457793679,0.042877197265625,-0.1585235595703125,0.0059821383479298435,585,584,0.9982905982905983,1.0
58,0.26593193,12.747562,-6.367101732783441,0.0888671875,-0.241119384765625,0.02853172501023741,586,581,0.9914675767918089,1.0
59,0.088831544,12.353379,-6.384970225741428,-0.132293701171875,-0.4113922119140625,-0.017868492957987325,585,583,0.9965811965811966,1.0
60,0.10794977,12.076925,-6.3764617590261174,0.04974365234375,-0.272613525390625,0.008508466715310895,597,597,1.0,1.0
61,0.06525771,11.819377,-6.4342148321546135,-0.013824462890625,-0.2606964111328125,-0.057753073128495896,613,609,0.9934747145187602,1.0
62,0.09104183,11.649601,-6.414359817847258,0.044647216796875,-0.1658172607421875,0.019855014307355638,624,624,1.0,1.0
63,0.075305715,11.473022,-6.407111348834134,0.00408935546875,-0.1772308349609375,0.007248469013124308,607,604,0.9950576606260296,1.0
64,0.108594336,11.372381,-6.435313214407642,0.0443115234375,-0.0962982177734375,-0.028201865573508282,596,594,0.9966442953020134,1.0
65,0.123638004,11.204615,-6.396544313945207,0.03375244140625,-0.1650238037109375,0.038768900462434926,637,637,1.0,1.0
66,0.045311324,11.055154,-6.425981732145246,-0.061187744140625,-0.157257080078125,-0.02943741820003861,582,580,0.9965635738831615,1.0
67,-0.04047788,10.84261,-6.421316870066659,-0.06146240234375,-0.2208099365234375,0.004664862078587546,590,588,0.9966101694915255,1.0
68,0.06628544,10.461811,-6.442105810542258,0.148681640625,-0.3664703369140625,-0.020788940475598778,587,585,0.9965928449744463,1.0
69,-0.11113831,10.155243,-6.466006164435682,-0.14190673828125,-0.3245391845703125,-0.023900353893424424,634,634,1.0,1.0
70,-0.22219342,9.92357,-6.454147850907365,-0.084259033203125,-0.242706298828125,0.011858313528317227,589,588,0.99830220713073,1.0
71,-0.35444438,9.810323,-6.480597656619989,-0.118682861328125,-0.1273956298828125,-0.026449805712623696,567,562,0.9911816578483245,1.0
72,-0.3601465,9.573829,-6.54533691524434,0.021026611328125,-0.235626220703125,-0.06473925862435101,567,565,0.9964726631393298,1.0
73,-0.5163343,9.350922,-6.564986540120669,-0.1297607421875,-0.2392578125,-0.019649624876329392,563,561,0.9964476021314387,1.0
74,-0.65871704,9.076522,-6.654956845865596,-0.110076904296875,-0.28887939453125,-0.08997030574492616,545,544,0.998165137614679,1.0
