ms,source,est_lat,est_lon,gt_lat,gt_lon,pos_err_m
176809,vo,43.52179838611246,-5.624910727211249,43.521809,-5.624957,3.9062795712538056
177010,vo,43.521801015112445,-5.624916550193079,43.52181,-5.624965,4.025114759057701
177210,vo,43.52180365247369,-5.624922391694311,43.52181,-5.624972,4.054534695737159
177410,vo,43.521806355549394,-5.6249283787467155,43.52181,-5.62498,4.174510852125288
177610,vo,43.52180908921118,-5.62493443354435,43.521811,-5.624988,4.316641960760468
177810,vo,43.52181184764594,-5.624940543211744,43.521811,-5.624995,4.384098485692707
178011,vo,43.52181459645565,-5.624946631560567,43.521812,-5.625002,4.465774811615361
178211,vo,43.52181742396176,-5.624952894214348,43.521813,-5.625009,4.542433215657936
178411,vo,43.52182005030712,-5.62495871131643,43.521813,-5.625016,4.676959407221184
178611,vo,43.521822398101435,-5.624963911454778,43.521813,-5.625022,4.790365764872798
178811,vo,43.521824506373044,-5.62496858107339,43.521813,-5.625026,4.794742341396566
179012,vo,43.521826380402324,-5.624972731867804,43.521814,-5.625031,4.8870464559835485
179212,vo,43.521828149448496,-5.624976650134741,43.521814,-5.625036,5.028490070295261
179412,vo,43.52182984161512,-5.624980398120881,43.521815,-5.625041,5.14838436510414
179612,vo,43.52183150562787,-5.6249840837489,43.521815,-5.625045,5.234121978143058
179812,vo,43.52183305416041,-5.6249875135993594,43.521815,-5.625049,5.339243100406526
180013,vo,43.521834401804625,-5.624990498501532,43.521815,-5.625052,5.39828463331349
180213,vo,43.521835370084034,-5.624992643147201,43.521815,-5.625054,5.431467409674867
180413,vo,43.521836018719995,-5.624994079813394,43.521815,-5.625056,5.502862809132058
180613,vo,43.521836410566934,-5.624994947716625,43.521816,-5.625056,5.411067960256722
180813,vo,43.52183646762065,-5.624995074085132,43.521816,-5.625056,5.404492149507388
181014,vo,43.52183640379829,-5.6249949327247375,43.521816,-5.625056,5.411849319677997
181214,vo,43.521835131574505,-5.624992114871557,43.521817,-5.625056,5.521797009391616
181414,vo,43.521834583770264,-5.624990901537902,43.521817,-5.625056,5.591334862721938
181614,vo,43.52183325631306,-5.6249879613480225,43.521816,-5.625057,5.877616185688661
181814,vo,43.52183258969722,-5.624986484858117,43.521816,-5.625057,5.966843387662366
182015,vo,43.52183240502699,-5.624986075831341,43.521816,-5.625059,6.145461204827745
182215,vo,43.52183270197154,-5.624986733534924,43.521817,-5.625061,6.226435315841162
182415,vo,43.52183373362207,-5.624989018541503,43.521818,-5.625064,6.2826789376856516
182615,vo,43.521835290900746,-5.624992467763835,43.521819,-5.625068,6.3426322408261075
182815,vo,43.521837468915564,-5.624997291856945,43.521822,-5.625073,6.330851056441972
183016,vo,43.52184022881498,-5.625003404768399,43.521824,-5.62508,6.422748709290112
183216,vo,43.521843449820246,-5.625010538984917,43.521827,-5.625087,6.4193146963744265
183416,vo,43.521846861577245,-5.62501809569816,43.521831,-5.625095,6.435357998022047
183616,vo,43.521850208256545,-5.625025508270581,43.521834,-5.625102,6.414111444935212
183816,vo,43.52185340727363,-5.625032593785389,43.521837,-5.625109,6.4137426674279805
184017,vo,43.521856430025935,-5.625039288890694,43.521839,-5.625116,6.470310755655566
184217,vo,43.52185936642352,-5.625045792728611,43.521842,-5.625123,6.506333952942483
184417,vo,43.52186224319117,-5.625052164491961,43.521845,-5.62513,6.550635877695273
184617,vo,43.521865165741346,-5.6250586376591825,43.521848,-5.625136,6.51170224327482
184817,vo,43.521868008073206,-5.625064933150582,43.52185,-5.625142,6.517030989231947
185018,vo,43.52187048886679,-5.625070427869496,43.521852,-5.625147,6.495805998298814
185218,vo,43.52187266995925,-5.625075258779276,43.521854,-5.625152,6.515085831127963
185418,vo,43.52187457487346,-5.625079477980835,43.521856,-5.625157,6.571377230565341
185618,vo,43.521876327030405,-5.625083358839762,43.521858,-5.625161,6.571915103586592
185818,vo,43.521877962795735,-5.625086981902466,43.52186,-5.625165,6.588422279179317
186019,vo,43.521879545646456,-5.625090487764399,43.521861,-5.625168,6.5696117732108545
186219,vo,43.52188110215065,-5.625093935271325,43.521863,-5.625171,6.5200778486073565
186419,vo,43.52188251615882,-5.625097067163254,43.521864,-5.625175,6.6007483110366385
186619,vo,43.52188363956436,-5.625099555398362,43.521865,-5.625177,6.567718708887598
186819,vo,43.52188442148261,-5.625101287272004,43.521866,-5.625178,6.504187006361494
187020,vo,43.52188488952357,-5.625102323937658,43.521866,-5.62518,6.594171976762192
187220,vo,43.52188517430097,-5.62510295469218,43.521867,-5.62518,6.521063527936421
187420,vo,43.521885215391706,-5.625103045704193,43.521867,-5.62518,6.515511902330951
187620,vo,43.52188517898291,-5.625102965062223,43.521867,-5.62518,6.520430629775338
187820,vo,43.52188267572722,-5.625097420591903,43.521868,-5.62518,6.843315101047022
188021,vo,43.521877944196966,-5.625086940707978,43.521868,-5.62518,7.570995589367706
